,Text,Type,Category,Description,Snomed_code,Meddra_code,pt_name,hlt_name,hlgt_name,soc_name,soc_abbrev
375,324,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Total cholesterol measurement (procedure),121868005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
376,324,TEST_VALUE,TEST_TREATMENT_PROCEDURE,381 (qualifier value),769255003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
377,324,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Finding of cholesterol level (finding),365793008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
378,324,TEST_VALUE,TEST_TREATMENT_PROCEDURE,326 (qualifier value),784552006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
379,mg/dl,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Milligram/deciliter (qualifier value),258797006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
380,mg/dl,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Milligram/kilogram (qualifier value),396163008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
381,mg/dl,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Milliliter/deciliter (qualifier value),258862002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
382,mg/dl,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Milligram/gram (qualifier value),408168009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
383,mg/dl,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Milligram/millimole (qualifier value),289944007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
384,total cholesterol,TEST_NAME,TEST_TREATMENT_PROCEDURE,Total cholesterol measurement (procedure),121868005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
385,total cholesterol,TEST_NAME,TEST_TREATMENT_PROCEDURE,Serum total cholesterol measurement (procedure),412808005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
386,total cholesterol,TEST_NAME,TEST_TREATMENT_PROCEDURE,Cholesterol measurement (procedure),77068002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
387,total cholesterol,TEST_NAME,TEST_TREATMENT_PROCEDURE,Plasma total cholesterol level (procedure),390956002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
388,total cholesterol,TEST_NAME,TEST_TREATMENT_PROCEDURE,Measurement of total cholesterol and triglycerides (procedure),443915001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
389,normal-sized kidney with mild ascites,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Ultrasound scan finding (finding),370380004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
390,normal-sized kidney with mild ascites,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Ultrasound scan normal (finding),169254007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
391,normal-sized kidney with mild ascites,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Ultrasonography of kidney abnormal (finding),15883561000119108,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
392,normal-sized kidney with mild ascites,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Ultrasonography of right kidney abnormal (finding),16675351000119101,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
393,normal-sized kidney with mild ascites,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Ultrasound scan abnormal (finding),169255008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
394,Ultrasound,TEST_NAME,TEST_TREATMENT_PROCEDURE,Ultrasonography of abdomen (procedure),45036003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
395,Ultrasound,TEST_NAME,TEST_TREATMENT_PROCEDURE,Diagnostic ultrasonography (procedure),16310003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
396,Ultrasound,TEST_NAME,TEST_TREATMENT_PROCEDURE,Ultrasound scan of lower abdomen (procedure),420052009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
397,Ultrasound,TEST_NAME,TEST_TREATMENT_PROCEDURE,Ultrasonography of abdomen and urinary system (procedure),438416007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
398,Ultrasound,TEST_NAME,TEST_TREATMENT_PROCEDURE,Ultrasound scan of upper abdomen (procedure),418398002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
399,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cavity and/or content of abdominopelvic cavity and/or anterior abdominal wall (body structure),818983003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
400,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cavity (body structure),818987002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
401,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominal cross-sectional segment of trunk (body structure),818981001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
402,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cross-sectional segment of trunk (body structure),818982008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
403,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Entire abdomen (body structure),302553009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
404,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cavity and/or content of abdominopelvic cavity and/or anterior abdominal wall (body structure),818983003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
405,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cavity (body structure),818987002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
406,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominal cross-sectional segment of trunk (body structure),818981001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
407,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cross-sectional segment of trunk (body structure),818982008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
408,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Entire abdomen (body structure),302553009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
409,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Kidney structure (body structure),64033007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
410,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Both kidneys (body structure),17373004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
411,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Right kidney structure (body structure),9846003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
412,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Entire kidney (body structure),181414000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
413,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Structure of half of kidney (body structure),372185006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
414,normal-sized,DX_NAME,MEDICAL_CONDITION,Ultrasound scan normal (finding),169254007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
415,normal-sized,DX_NAME,MEDICAL_CONDITION,Ultrasound scan finding (finding),370380004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
416,normal-sized,DX_NAME,MEDICAL_CONDITION,Normal size (finding),53461003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
417,normal-sized,DX_NAME,MEDICAL_CONDITION,Ultrasound obstetric scan normal (finding),169221005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
418,normal-sized,DX_NAME,MEDICAL_CONDITION,Normal sized prostate (finding),300531004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
419,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Kidney structure (body structure),64033007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
420,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Both kidneys (body structure),17373004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
421,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Right kidney structure (body structure),9846003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
422,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Entire kidney (body structure),181414000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
423,kidney,SYSTEM_ORGAN_SITE,ANATOMY,Structure of half of kidney (body structure),372185006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
424,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cavity and/or content of abdominopelvic cavity and/or anterior abdominal wall (body structure),818983003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
425,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cavity (body structure),818987002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
426,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominal cross-sectional segment of trunk (body structure),818981001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
427,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Structure of abdominopelvic cross-sectional segment of trunk (body structure),818982008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
428,abdomen,SYSTEM_ORGAN_SITE,ANATOMY,Entire abdomen (body structure),302553009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
429,mild,QUALITY,MEDICAL_CONDITION,Mild (qualifier value),255604002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
